date,category,buy_value,sell_value,net_value,category,buy_value,sell_value,net_value
25-04-2008,DII,898.11,973.58,-75.47,FII/FPI,3384.83,3071.74,313.09
28-04-2008,DII,918.44,1085.05,-166.61,FII/FPI,2509.42,2547.75,-38.33
29-04-2008,DII,1709.68,1306.41,403.27,FII/FPI,3923.73,3691.55,232.18
30-04-2008,DII,1289.73,1328.31,-38.58,FII/FPI,3414.15,3565.83,-151.68
02-05-2008,DII,829.99,965.15,-135.16,FII/FPI,2798.8,2487.02,311.78
03-05-2008,DII,1043.63,1175.31,-131.68,FII/FPI,2790.24,3075.27,-285.03
05-05-2008,DII,1201.17,744.01,457.16,FII/FPI,2763.17,2999.98,-236.81
06-05-2008,DII,1506.98,936.95,570.03,FII/FPI,3803.35,5221.69,-1418.34
08-05-2008,DII,1342.35,1054.95,287.4,FII/FPI,4202.83,4600.5,-397.67
09-05-2008,DII,1271.8,787.03,484.77,FII/FPI,1620.66,3477.66,-1857
11-05-2008,DII,1116.84,1285.59,-168.75,FII/FPI,2413.13,2196.73,216.4
12-05-2008,DII,410.13,594.15,-184.02,FII/FPI,1139.12,1143.64,-4.52
13-05-2008,DII,1363.12,1096.62,266.5,FII/FPI,2990.62,2916.69,73.93
14-05-2008,DII,1209.49,899.08,310.41,FII/FPI,2623.16,2538.04,85.12
15-05-2008,DII,1462.48,1099.37,363.11,FII/FPI,3165.1,2458.22,706.88
16-05-2008,DII,1082.16,690.06,392.1,FII/FPI,2867.15,2391.28,475.87
20-05-2008,DII,991.94,991.55,0.39,FII/FPI,3233.35,3553.85,-320.5
21-05-2008,DII,1404.08,951.42,452.66,FII/FPI,2849,3625.63,-776.63
22-05-2008,DII,1345.33,930.17,415.16,FII/FPI,2226.7,2764.05,-537.35
23-05-2008,DII,1413.72,663.69,750.03,FII/FPI,2311.52,2965.83,-654.31
26-05-2008,DII,1494.94,652.89,842.05,FII/FPI,1915.51,3252.84,-1337.33
27-05-2008,DII,1259.46,729.77,529.69,FII/FPI,2252.41,2749.02,-496.61
28-05-2008,DII,1382.85,854.87,527.98,FII/FPI,3184.92,4068.15,-883.23
29-05-2008,DII,2033.12,1335.12,698,FII/FPI,4242.32,5519.95,-1277.63
30-05-2008,DII,1748.84,1018.91,729.93,FII/FPI,4072.09,3965.71,106.38
02-06-2008,DII,1368,1010.68,357.32,FII/FPI,2252.16,2738.1,-485.94
05-06-2008,DII,1177.86,882.51,295.35,FII/FPI,3079.65,3895.26,-815.61
06-06-2008,DII,1089.55,689.4,400.15,FII/FPI,2760.42,2683.77,76.65
08-06-2008,DII,1118.92,1923.28,-804.36,FII/FPI,4925.61,3109.87,1815.74
10-06-2008,DII,1545.99,884.99,661,FII/FPI,2051.23,3220.56,-1169.33
11-06-2008,DII,925.59,574.02,351.57,FII/FPI,1479.54,1991.07,-511.53
13-06-2008,DII,1086.03,628.7,457.33,FII/FPI,2724.95,2841.46,-116.51
16-06-2008,DII,794.64,501.59,293.05,FII/FPI,2297.68,2845.52,-547.84
17-06-2008,DII,1008.21,588.13,420.08,FII/FPI,2463.2,2320.84,142.36
18-06-2008,DII,791.87,598.23,193.64,FII/FPI,2471.36,2906.36,-435
19-06-2008,DII,680.39,539.32,141.07,FII/FPI,1656.1,2254.46,-598.36
20-06-2008,DII,1131.3,567.44,563.86,FII/FPI,2450.96,3450.27,-999.31
23-06-2008,DII,764.63,672.88,91.75,FII/FPI,2262.79,2928.35,-665.56
24-06-2008,DII,1055.86,579.92,475.94,FII/FPI,3367.35,3277.29,90.06
25-06-2008,DII,1325.81,795.94,529.87,FII/FPI,2746.3,3110.01,-363.71
26-06-2008,DII,1414.07,1018.43,395.64,FII/FPI,4234.28,4901.47,-667.19
27-06-2008,DII,1281.82,976.11,305.71,FII/FPI,3301.47,4004.58,-703.11
30-06-2008,DII,1312.15,587.97,724.18,FII/FPI,2930.6,3139.26,-208.66
01-07-2008,DII,1806.64,1479,327.64,FII/FPI,3932.09,5475.53,-1543.44
